,AAPL,MSFT,AMZN,GOOGL,META
2022-01-03,100.34531191237997,100.91471377823966,100.21084704897278,101.07377761799043,101.35867283534678
2022-01-04,99.34687516631236,102.4595910499614,99.69065507021108,101.0603328000626,102.767379884068
2022-01-05,100.1352755843068,104.35642337969493,99.76150765619622,101.06968754692349,103.3413814816392
2022-01-06,101.12199657815688,105.77987314999689,99.55017475282216,100.52133176030087,102.9132826648299
2022-01-07,99.20786773183546,105.70613413476389,98.8103167507966,100.68141258291912,102.70820504700457
2022-01-10,97.9635556016898,106.12207965343548,98.56372208194308,101.04249667800971,101.92635140926947
2022-01-11,98.12811608923045,106.98176025043477,98.79895969628035,100.29327084579471,100.95781701538262
2022-01-12,97.85741850068665,107.15433029279957,98.08308294170665,100.20801327799597,99.948855624757
2022-01-13,97.88012292255472,107.33746783690306,97.33436242621578,99.63835388435857,99.37276352732555
2022-01-14,97.08754091284992,108.26861419075942,96.05775758268294,101.99704174084727,98.38918184640615
2022-01-17,97.98427777140552,108.24773914982262,96.47239471599889,101.94633043730845,96.90138445379918
2022-01-18,98.78887075713324,107.50416724098307,97.03872590084035,103.57529375748665,97.15307553766114
2022-01-19,98.89367283727954,107.10234591589392,97.30270012914187,103.41423282709248,97.4202202056541
2022-01-20,100.05476372061537,107.82655726667474,98.28569024627176,103.72420246456637,99.13095128474394
2022-01-21,100.56384171036947,107.87292541931448,98.41144621943944,102.40359675321243,98.51002628081513
2022-01-24,99.7432956606773,108.28384973669907,98.8375140979911,101.98758708288483,98.84167608625583
2022-01-25,100.15183154176019,109.05548725300949,99.17793938140773,102.2434216918087,99.190918660558
2022-01-26,99.23576900255372,108.69093494087856,99.1268362226122,103.91949321125809,98.9790378403635
2022-01-27,100.15139858680726,109.55983924085666,98.64149213461242,104.19210132335175,99.7584161474161
2022-01-28,100.1414581414801,110.01968486632026,100.89027215655403,105.68611554090259,100.57499986408804
2022-01-31,99.99649588155604,108.71297717579837,100.47550858967429,106.40800596631634,100.9452032402724
2022-02-01,99.35763829655829,110.33643743389037,99.84861860501198,108.19712896228428,100.72775983316622
2022-02-02,100.62002184150765,109.8292374438729,100.32303436614973,108.17652779139158,100.40842612666366
