,^GSPC
2020-05-20,100.34531191237997
2020-05-21,99.34687516631236
2020-05-22,100.1352755843068
2020-05-25,101.12199657815688
2020-05-26,99.20786773183546
2020-05-27,97.9635556016898
2020-05-28,98.12811608923045
2020-05-29,97.85741850068665
2020-06-01,97.88012292255472
2020-06-02,97.08754091284992
2020-06-03,97.98427777140552
2020-06-04,98.78887075713324
2020-06-05,98.89367283727954
2020-06-08,100.05476372061537
2020-06-09,100.56384171036947
2020-06-10,99.7432956606773
2020-06-11,100.15183154176019
2020-06-12,99.23576900255372
2020-06-15,100.15139858680726
2020-06-16,100.1414581414801
2020-06-17,99.99649588155604
2020-06-18,99.35763829655829
2020-06-19,100.62002184150765
2020-06-22,100.50484821810169
2020-06-23,100.11531674888971
2020-06-24,99.803310447628
2020-06-25,100.37613155119848
2020-06-26,100.78392675069875
2020-06-29,101.2412428828587
2020-06-30,101.71903180074027
2020-07-01,103.96256664459005
2020-07-02,103.58232923788553
2020-07-03,103.09432241475913
2020-07-06,102.29968497218651
2020-07-07,102.97295569939256
2020-07-08,104.18374412333023
2020-07-09,104.10673137125683
2020-07-10,103.27703846475617
2020-07-13,102.47001909429466
2020-07-14,103.18011878229716
2020-07-15,103.99145462958231
2020-07-16,104.59965689106328
2020-07-17,103.94741791909799
2020-07-20,104.23070791503588
2020-07-21,104.39415065545757
2020-07-22,104.66455602198383
2020-07-23,105.62285939839097
2020-07-24,105.90164382450038
2020-07-27,106.66572836829178
2020-07-28,106.7805401119638
2020-07-29,107.13255453963164
2020-07-30,107.85414202046861
2020-07-31,106.33646012847322
2020-08-03,106.03948313016191
2020-08-04,105.58409881967623
2020-08-05,104.95366867803284
2020-08-06,104.70716818574071
2020-08-07,106.32675985841253
2020-08-10,105.4522961577027
2020-08-11,106.52092716857192
2020-08-12,104.78522376791342
2020-08-13,104.47668297327408
2020-08-14,104.68872754111196
2020-08-17,105.34636873024421
2020-08-18,106.14073867628562
2020-08-19,107.0289554119612
2020-08-20,106.6990397203063
2020-08-21,106.24934472919523
2020-08-24,107.20773483479664
2020-08-25,107.04564754884305
2020-08-26,105.73103807458696
2020-08-27,104.58139008254412
2020-08-28,103.66567917899448
2020-08-31,104.22402878749774
2020-09-01,104.41433376903085
2020-09-02,105.17985780114564
2020-09-03,104.77333366417207
2020-09-04,104.98155695169771
2020-09-07,105.68263467499068
2020-09-08,105.39836516231516
2020-09-09,105.92326083762869
2020-09-10,105.26654087354572
2020-09-11,104.92702197381935
2020-09-14,104.56905857535273
2020-09-15,103.36736613659723
2020-09-16,103.91352149056495
2020-09-17,103.4682710395763
2020-09-18,103.52260005514266
2020-09-21,104.06309662363485
2020-09-22,104.57062968357182
2020-09-23,105.31086301225304
2020-09-24,105.24928945133212
2020-09-25,104.84664286318008
2020-09-28,104.80500792131376
2020-09-29,103.0926616950812
2020-09-30,101.65219028791847
2020-10-01,100.35662490663717
2020-10-02,99.40054760883872
2020-10-05,99.83864821915307
2020-10-06,98.97829409246997
2020-10-07,98.64415185560395
2020-10-08,99.9741079479314
2020-10-09,99.65842532243477
2020-10-12,100.43630524459162
2020-10-13,99.54278692860338
2020-10-14,99.37824192002661
2020-10-15,98.47798050234492
2020-10-16,98.18393862850597
2020-10-19,99.0520753627944
2020-10-20,97.39477080480037
2020-10-21,97.85793243047769
2020-10-22,98.13009652188322
2020-10-23,97.58781255637307
2020-10-26,96.22527294833847
2020-10-27,96.3332303879533
2020-10-28,95.86283845513393
2020-10-29,96.12459031647768
2020-10-30,96.1840638288897
2020-11-02,97.77622762723017
2020-11-03,97.58149938047536
2020-11-04,96.62649171690346
2020-11-05,96.8386025388386
2020-11-06,97.09070728421787
2020-11-09,98.45873672776916
2020-11-10,99.32414130900729
2020-11-11,99.7191133270046
2020-11-12,101.22951817578978
2020-11-13,100.07328477719986
2020-11-16,99.47488995263858
2020-11-17,98.59686742996557
2020-11-18,98.25256846893987
2020-11-19,96.9479785574354
2020-11-20,97.604738317705
2020-11-23,97.42704228147134
2020-11-24,96.04297529889261
2020-11-25,95.11055576315319
2020-11-26,95.4473797571131
2020-11-27,96.28921935615045
2020-11-30,98.27047961239576
2020-12-01,101.21655167494545
2020-12-02,101.67753581827942
2020-12-03,100.71663812085674
2020-12-04,98.63148665521013
2020-12-07,98.93545447719674
2020-12-08,98.17368948161783
2020-12-09,97.80587814568939
2020-12-10,97.24793136713043
2020-12-11,97.14996369462028
2020-12-14,98.23038670674177
2020-12-15,98.42413910701596
2020-12-16,98.30744302476985
2020-12-17,97.33349788545108
2020-12-18,95.75533789481968
2020-12-21,95.32892651011255
2020-12-22,95.31578865775813
2020-12-23,97.0547031256576
2020-12-24,97.2201033342159
2020-12-25,98.21951371461162
2020-12-28,97.76943020929689
2020-12-29,96.65640910430088
2020-12-30,95.76634786269055
2020-12-31,95.11237504105193
2021-01-01,97.19738278509391
2021-01-04,96.44085493661495
2021-01-05,97.29180973559465
2021-01-06,96.45586425504332
2021-01-07,97.39757067648675
2021-01-08,97.81234325991542
2021-01-11,97.69832350713465
2021-01-12,97.69757853472433
2021-01-13,97.0987883732851
2021-01-14,97.57190751032934
2021-01-15,97.16783920095057
2021-01-18,96.02261404155995
2021-01-19,94.84124143714706
2021-01-20,95.04307692037163
2021-01-21,96.59443613932315
2021-01-22,96.78781021229211
2021-01-25,96.71172781734445
2021-01-26,97.02735382341942
2021-01-27,98.34217258690003
2021-01-28,98.59758607980457
2021-01-29,98.23253823357204
2021-02-01,99.36504522814347
2021-02-02,99.83191866999579
2021-02-03,101.41748563561761
2021-02-04,101.64413727705508
2021-02-05,100.44729604801306
2021-02-08,99.12201643831257
2021-02-09,100.81234918017081
2021-02-10,102.60611353259903
2021-02-11,102.46305810832526
2021-02-12,102.11202058671864
2021-02-15,103.65674324737735
2021-02-16,102.5565586194674
2021-02-17,101.68371552994489
2021-02-18,102.38092700747934
2021-02-19,102.01852192872158
2021-02-22,102.05411029068749
2021-02-23,101.92820946268439
2021-02-24,102.31379191217893
2021-02-25,103.80553580707397
2021-02-26,103.94117871467347
2021-03-01,104.65450934992818
2021-03-02,102.5717769849033
2021-03-03,102.56283475493433
2021-03-04,101.74231874807391
2021-03-05,100.55000836885381
2021-03-08,99.71076806304947
2021-03-09,99.41792619067978
2021-03-10,100.37282133706972
2021-03-11,99.08990205438802
2021-03-12,99.15991545406328
2021-03-15,98.72045411845691
2021-03-16,98.43687002646101
2021-03-17,99.46869857854523
2021-03-18,100.04540789659337
2021-03-19,101.43296561087907
2021-03-22,101.31688557642222
2021-03-23,100.6544798269533
2021-03-24,100.46958771351659
2021-03-25,100.75381234872806
2021-03-26,100.97225472251259
2021-03-29,99.92320017363575
2021-03-30,100.05367484888342
