,AAPL,MSFT,AMZN,GOOGL,META
2022-10-19,100.34531191237997,100.9385907220083,98.88281359931361,100.79258144389713,100.09187427757504
2022-10-20,99.34687516631236,100.99053238288013,99.08281777218806,101.49201874628717,99.50943680033456
2022-10-21,100.1352755843068,101.28260175115456,99.84841643716983,102.16571741724675,99.0264924574818
2022-10-24,101.12199657815688,101.36793016219437,98.31555132248596,102.16852777676397,97.95793201585164
2022-10-25,99.20786773183546,101.20292207498305,98.37960383000944,102.41152404543979,99.24542974693198
2022-10-26,97.9635556016898,100.15343486434594,98.20274287328094,101.24541287015639,100.3488607451659
2022-10-27,98.12811608923045,100.04227432879627,98.57811044142952,99.09539580707207,100.92998522949257
2022-10-28,97.85741850068665,99.33836564191839,98.60479050230893,99.28393658899894,102.98146498414107
2022-10-31,97.88012292255472,98.14330455974162,97.22071955003489,99.64597894395257,102.82788421424156
2022-11-01,97.08754091284992,98.68578562739893,96.03953790499173,100.89862901821338,106.03552586285491
2022-11-02,97.98427777140552,99.11230159043497,96.10623513530292,102.53761408011879,105.8368643936927
2022-11-03,98.78887075713324,97.39613144351715,97.13890891918552,104.20182908332418,106.1497493616977
2022-11-04,98.89367283727954,97.31563308977101,95.04972075919626,103.20831761198244,105.77064757839574
2022-11-07,100.05476372061537,98.32876993013568,95.4170608048332,102.88653678889237,106.20766734634945
2022-11-08,100.56384171036947,99.41558543514756,96.59757302618847,103.42328595962884,107.14172092464882
2022-11-09,99.7432956606773,100.4808603338035,96.4884544506112,106.11773509781833,107.06255489102905
2022-11-10,100.15183154176019,100.5601842974404,97.05961556274639,107.74315262481193,109.02535689690349
2022-11-11,99.23576900255372,99.75387914762702,96.41817221829884,108.99959317240177,109.33012558264588
2022-11-14,100.15139858680726,98.71816335924363,96.34167913843727,108.6211641624541,109.6701071686441
2022-11-15,100.1414581414801,99.09856931847474,94.83057659357667,107.70912148088054,108.72120540441254
2022-11-16,99.99649588155604,99.51494210798491,92.67033977341211,108.60564140890791,109.22083564978296
2022-11-17,99.35763829655829,100.84464012077406,93.58556206018379,107.45979097789404,109.11818660006378
2022-11-18,100.62002184150765,102.00082611813639,92.70534878140856,107.24676312216148,108.49989207315099
2022-11-21,100.50484821810169,101.90679549481254,92.32093147700779,107.16659616966481,107.70375341241582
2022-11-22,100.11531674888971,100.68698711506723,91.08621447619247,108.93089802048533,110.6643855989869
2022-11-23,99.803310447628,100.40635490538105,89.84686964202308,108.58863425221463,110.4173520078724
2022-11-24,100.37613155119848,100.66496384060014,89.72670109143705,106.0143273502008,108.8637871161772
2022-11-25,100.78392675069875,100.50193495718088,89.11009465572627,106.59309077481703,108.14957543341546
2022-11-28,101.2412428828587,99.96279227881031,89.48332846885432,105.89292865745112,108.1370655877085
2022-11-29,101.71903180074027,100.25599728488824,89.92515543070667,105.98046523041067,108.773334667099
2022-11-30,103.96256664459005,99.79192919661514,90.25023620970953,105.93097892828793,109.42224260608535
2022-12-01,103.58232923788553,99.20680884012411,90.50202466105122,105.68370305706623,110.20919465820636
2022-12-02,103.09432241475913,99.55608739678688,91.97804474107657,106.56489109994244,109.54459496156596
2022-12-05,102.29968497218651,99.19635324563674,91.03772369905695,104.98583716501273,109.96214065720594
2022-12-06,102.97295569939256,99.47857515149447,91.02412835207704,104.48623232796321,109.04662423698322
2022-12-07,104.18374412333023,99.79063448684087,92.09784240241596,105.24549763141813,108.41637150388428
2022-12-08,104.10673137125683,98.69951633627765,93.30716632567513,104.64303024419624,107.46895514277324
2022-12-09,103.27703846475617,98.2649728783882,92.0267483662551,103.0141934223028,106.24185307722902
2022-12-12,102.47001909429466,99.7278927106588,91.7764495152923,103.74669802975953,107.42148652646237
2022-12-13,103.18011878229716,98.61512122389111,93.06860733396677,104.96041495952888,108.20703035356978
2022-12-14,103.99145462958231,96.58834334483568,93.58009732876765,104.95517209980565,109.31274494377092
2022-12-15,104.59965689106328,94.84458580502304,93.80051588262526,102.95838429646311,109.39947862436512
2022-12-16,103.94741791909799,94.91015550258545,93.63399470866932,103.72929449853994,110.29672137373862
2022-12-19,104.23070791503588,94.97748707348126,93.31263290704703,102.0625325120712,108.41444180826419
2022-12-20,104.39415065545757,94.90380283048651,93.61940592488224,102.41914746103696,109.39795340088749
2022-12-21,104.66455602198383,96.10157212253085,93.42079350607662,101.55484971484321,109.6357360946197
2022-12-22,105.62285939839097,93.6043943670008,93.41838456889421,100.42394260054238,110.36957163745875
2022-12-23,105.90164382450038,94.01333834504113,93.52924328977662,100.02113871248513,110.83412448552711
2022-12-26,106.66572836829178,95.53102382221275,92.93435972716547,99.87791350841665,109.78941897370946
2022-12-27,106.7805401119638,94.49748721798784,93.46758842206722,99.2762623579898,108.20025902093317
2022-12-28,107.13255453963164,94.17692355949453,96.27004149240994,99.90238162773926,107.47553267688434
2022-12-29,107.85414202046861,93.50793131263443,94.61228293662316,99.49753119073053,108.12764111698883
2022-12-30,106.33646012847322,92.71245290639064,94.95731108779243,100.51779137315005,108.91996055086265
2023-01-02,106.03948313016191,92.44743188801351,94.2758946370604,100.84114653278276,107.48312761675916
2023-01-03,105.58409881967623,93.81408755567966,94.85975697642871,100.18023362814476,106.47634940489749
2023-01-04,104.95366867803284,95.59197745017515,94.941900730923,99.35621276576352,105.7513445549392
2023-01-05,104.70716818574071,95.30950147767093,95.70625731388742,97.77183385624471,105.41632199023248
2023-01-06,106.32675985841253,97.18147516116169,96.87667198907442,98.09573307526016,104.0318365950248
2023-01-09,105.4522961577027,97.25494925743968,97.1020956976422,97.78762100981857,102.6039525363216
2023-01-10,106.52092716857192,99.01514156868984,98.24687865485268,95.53341095240302,101.80488638085443
2023-01-11,104.78522376791342,98.9623818966266,96.00886220961307,95.06100947541083,101.9335001281855
2023-01-12,104.47668297327408,99.13180966411711,97.58707192588699,94.24601555791656,100.77745780503147
2023-01-13,104.68872754111196,99.5345798599106,97.99296068919968,95.78109488603556,100.70109390167114
2023-01-16,105.34636873024421,102.79057406701426,99.09451383812909,94.20163517616749,101.81344731276054
2023-01-17,106.14073867628562,103.71082657290562,97.9321921645704,92.89074633633557,100.53685668255153
2023-01-18,107.0289554119612,103.02110470725492,97.16082776277698,93.96512740862552,100.36965653634104
2023-01-19,106.6990397203063,104.06584731144635,97.34165500994749,95.28680656524286,101.44405894851043
2023-01-20,106.24934472919523,103.73146791426878,97.36400927489892,94.61741316314757,101.06105299153334
2023-01-23,107.20773483479664,103.2659829918768,97.67907046272558,94.05885208614268,100.52315735207328
2023-01-24,107.04564754884305,104.2502264034979,98.78368556108666,94.67812930286998,101.74025853370475
2023-01-25,105.73103807458696,104.32435963558974,97.09406608657257,92.53732053383253,101.46978401445683
2023-01-26,104.58139008254412,104.65724187814484,98.08343095680007,90.8672900995,102.63777167570036
2023-01-27,103.66567917899448,104.71375657579074,98.13079894478275,90.6488052702771,103.12023771823182
2023-01-30,104.22402878749774,105.10883434549969,97.97021003958109,92.10153991798994,102.80841599825943
2023-01-31,104.41433376903085,105.5986925346281,96.57812834432042,91.73778662818168,103.34409232481107
2023-02-01,105.17985780114564,103.61440044163331,97.10402121897475,91.86717007448702,103.71726775365751
2023-02-02,104.77333366417207,104.34910402662143,94.82581753974918,92.95185053955828,104.8234436700688
2023-02-03,104.98155695169771,103.37073067084175,95.48084478623433,94.9689950352241,104.2919304779251
2023-02-06,105.68263467499068,101.93128009792707,94.10437991750268,94.46052152276712,104.37665624921408
2023-02-07,105.39836516231516,101.91251500887613,94.19236901663848,94.48240420860594,104.35420131802562
2023-02-08,105.92326083762869,102.03894552620407,94.11782752394629,96.25820059497381,105.13364768883963
2023-02-09,105.26654087354572,101.37428887846652,95.26313102969706,94.84198374882553,104.1029781724649
2023-02-10,104.92702197381935,102.26114803584498,95.13113530495463,95.85992280851447,105.20915849582084
2023-02-13,104.56905857535273,100.93816125832566,94.51087675217839,94.92668275393855,105.74321363269361
2023-02-14,103.36736613659723,100.5684537096671,94.0709136912508,95.06202343451292,104.40153636130654
2023-02-15,103.91352149056495,100.02197238721993,95.31409742316875,94.86960467255217,105.71290959351475
2023-02-16,103.4682710395763,100.0153838865036,95.8649755000132,94.00267603716512,108.1444626571903
2023-02-17,103.52260005514266,100.33480621609128,95.53420934568224,93.1203023690977,109.27703793804797
2023-02-20,104.06309662363485,99.36835734083738,95.3467200299009,93.41541502502962,110.8919315997689
2023-02-21,104.57062968357182,100.13072208271208,93.90166909369918,94.387794382169,111.03104553280964
2023-02-22,105.31086301225304,100.23391223291391,94.30487672339487,94.3031323511444,109.24518966651813
2023-02-23,105.24928945133212,98.39471706923636,92.69687361931165,94.4070297007895,107.29194725967028
2023-02-24,104.84664286318008,96.52491870107107,93.43375764956707,94.98578779120784,107.60901410414479
2023-02-27,104.80500792131376,96.55164117938178,93.59144004556195,94.10499156240931,107.0166714579809
2023-02-28,103.0926616950812,96.37707226804058,95.89064664857155,94.84158899757227,106.08480989534723
2023-03-01,101.65219028791847,96.31596919721477,94.87944533370222,95.66011558448378,106.06068186316921
2023-03-02,100.35662490663717,96.32754470621336,94.82001051278394,98.2227353582451,106.75828428054612
2023-03-03,99.40054760883872,96.58369194089845,96.5791950002425,97.89315879919472,105.26065242518644
2023-03-06,99.83864821915307,97.54232658066692,97.77581360045185,97.48473967509786,104.83114385504908
2023-03-07,98.97829409246997,96.50312136454454,97.13629751376294,98.27655639436816,106.46854705998139
2023-03-08,98.64415185560395,95.41689294174486,97.39304441534217,99.12449149509725,105.3719766908699
2023-03-09,99.9741079479314,94.41711871780252,97.43395745819562,98.63495169611343,106.3349839279324
2023-03-10,99.65842532243477,94.7281836496882,97.74815732211052,98.27739601251605,105.86312956258872
2023-03-13,100.43630524459162,95.95324480224787,97.1064251356565,98.85017896496072,106.48508909103491
2023-03-14,99.54278692860338,95.5784757010021,97.05854366436914,98.07470828439207,107.70308648090352
2023-03-15,99.37824192002661,93.25434444812221,95.55804038702259,97.71198058626163,108.54784673998046
2023-03-16,98.47798050234492,91.71543796789283,95.72553154122578,97.83869033155327,109.58304411619176
2023-03-17,98.18393862850597,90.99097728079715,96.19575759704038,98.85750722122589,108.37167132835388
2023-03-20,99.0520753627944,90.52110808023588,96.01563691644887,98.3009317905579,109.62915120653798
2023-03-21,97.39477080480037,90.1882520910408,94.51518919861083,96.54504254186902,108.74181319434399
2023-03-22,97.85793243047769,90.25915088521678,95.49232449461829,94.750174614897,109.06802867338887
2023-03-23,98.13009652188322,90.0142079169531,95.87939723178923,93.6017945830015,109.39380547710374
2023-03-24,97.58781255637307,91.00012860158999,95.22390106326169,92.41764087753678,109.96976795859945
2023-03-27,96.22527294833847,90.42318869915655,94.99506732969007,92.31178099322446,110.38508863828574
2023-03-28,96.3332303879533,89.68267145495108,93.61758814650992,91.25729823217436,109.50135879356621
2023-03-29,95.86283845513393,90.14922226167569,92.69960134726306,90.6544857532568,108.07638915921616
2023-03-30,96.12459031647768,88.81094543047507,92.23927893295993,89.99144060717688,109.0669344114185
2023-03-31,96.1840638288897,89.1933797522629,93.41671276561789,89.63173861165978,109.31352359898136
2023-04-03,97.77622762723017,89.32061842461475,92.85835177378237,90.86133254602679,110.62143591755289
2023-04-04,97.58149938047536,89.2247016650735,93.49214007995946,91.50137523359774,110.61620040169097
2023-04-05,96.62649171690346,90.68941862072317,93.02741246571168,91.55274883698868,109.11636833632645
2023-04-06,96.8386025388386,90.16295212410468,93.29566866406917,91.16809801252377,110.2197619824771
2023-04-07,97.09070728421787,92.07666949495312,93.20111899500526,90.81029923060335,109.85622911636905
2023-04-10,98.45873672776916,91.906088596502,94.05599477416727,91.14486570152066,110.27668627893586
2023-04-11,99.32414130900729,90.77619804066946,93.59174457627691,91.71554290775724,109.60883068031433
2023-04-12,99.7191133270046,90.87603371662509,92.16835939936588,90.92324483016569,111.47060905921458
2023-04-13,101.22951817578978,89.93919752218603,90.93976895920828,90.99281021351527,110.54197488374473
2023-04-14,100.07328477719986,89.30132277263425,90.49355501529108,89.19850675813444,110.21367862705962
2023-04-17,99.47488995263858,89.6924533534041,89.4060213806554,89.42331451227336,110.37630713373747
2023-04-18,98.59686742996557,90.22823947977489,89.80944548212203,90.14350760178031,109.22103557656655
2023-04-19,98.25256846893987,89.70448585448388,89.42787832637788,89.92736087490785,109.62647148848359
2023-04-20,96.9479785574354,90.63086504247421,91.61349051228676,91.6124805569071,111.45244284059544
2023-04-21,97.604738317705,91.72270104530391,90.07128309447654,90.84503370271126,110.95152083751178
2023-04-24,97.42704228147134,93.08684959058972,90.29099416043283,91.07920683356525,111.43537036781466
2023-04-25,96.04297529889261,93.61841054586283,89.3139948431084,91.08300970057431,108.45663666579554
2023-04-26,95.11055576315319,94.94154107911761,88.90996063375422,91.02810532498002,108.45779802515302
2023-04-27,95.4473797571131,93.20984608953343,89.0714070193938,90.96047639836414,108.16206629422756
2023-04-28,96.28921935615045,92.95116942945756,87.05887904253697,91.09438230147863,107.32329633959574
2023-05-01,98.27047961239576,92.18562826846437,87.30021464257632,91.9068647499173,108.53364801270315
2023-05-02,101.21655167494545,92.33252854949306,89.01296169433735,93.21914200991014,108.22342151652416
