,AAPL,MSFT,AMZN,GOOGL,META
2022-02-21,100.34531191237997,100.05145867452707,100.77268559998167,100.00275078528126,101.31433739421124
2022-02-22,99.34687516631236,100.34081219748123,99.22563117707634,100.24059599874305,102.44077093106392
2022-02-23,100.1352755843068,100.42534717110179,99.29027660093857,99.09920414562174,103.03400975549381
2022-02-24,101.12199657815688,100.26187343322708,99.11177849127122,96.99476332394805,105.12825543058271
2022-02-25,99.20786773183546,99.22214501703839,99.4906207331336,97.17930740262062,104.9714730580489
2022-02-28,97.9635556016898,99.11201812230513,99.51754776395417,97.53367515347294,108.24598241385513
2022-03-01,98.12811608923045,98.41465482265643,98.12066484984861,98.75977144675787,108.04317957280487
2022-03-02,97.85741850068665,97.23070617266187,96.92854933315134,100.36401316632781,108.36258705882078
2022-03-03,97.88012292255472,97.76814290897548,96.99586396126833,101.99295000079323,107.97558237681031
2022-03-04,97.08754091284992,98.19069285739975,98.03809692062657,101.02049906866282,108.42171242361755
2022-03-07,97.98427777140552,96.49048074363617,95.92956972392054,100.70553938235638,109.37523763497892
2022-03-08,98.78887075713324,96.41073091438818,96.30031013471661,101.23091049930785,109.29442127637414
2022-03-09,98.89367283727954,97.41444696898905,97.49175003105617,103.86824247945272,111.29814059290362
2022-03-10,100.05476372061537,98.49115657751236,97.38162137501799,105.45920426984996,111.60926260157676
2022-03-11,100.56384171036947,99.54652587783256,97.95806956752742,106.68901068569345,111.95633157190088
2022-03-14,99.7432956606773,99.62511223719177,97.31068855952826,106.31860364552932,110.98764864372515
2022-03-15,100.15183154176019,98.82630462154553,97.23348740439212,105.4258945209521,111.49769436956748
2022-03-16,99.23576900255372,97.8002195722349,95.70839700139719,106.30340994461027,111.39290545905583
2022-03-17,100.15139858680726,98.17708827677107,93.52816346672783,105.181849346808,110.76172173131773
2022-03-18,100.1414581414801,98.5895893692986,94.45185771296534,104.973337273367,109.94898646389055
2022-03-21,99.99649588155604,99.90692301075116,93.5634965434243,104.89486970663005,112.97133710527811
2022-03-22,99.35763829655829,101.0523580610052,93.1755207944053,106.62177173934914,112.71915375878349
2022-03-23,100.62002184150765,100.95920179376266,91.92937435996075,106.2867633070461,111.13320266761122
2022-03-24,100.50484821810169,99.7507359621911,90.67855725358928,103.76702677791245,110.40410225882944
2022-03-25,100.11531674888971,99.47271324790628,90.55727633598121,104.3335215270782,110.39133162816223
2022-03-28,99.803310447628,99.72891747402957,89.93496214511062,103.64820150479869,111.04086461267599
2022-03-29,100.37613155119848,99.56740453606093,90.31165088037267,103.73388247016794,111.703299931218
2022-03-30,100.78392675069875,99.03327514658353,90.75756771215696,103.68544518281391,112.50665708252419
2022-03-31,101.2412428828587,99.32375374746417,91.0856576739809,103.44341108617867,111.82820289003179
2022-04-01,101.71903180074027,98.8640008571636,91.33977686134658,104.30591963126868,112.25445290067147
2022-04-04,103.96256664459005,98.28432131903483,92.82946005083663,102.7603386136355,111.31985127997312
2022-04-05,103.58232923788553,98.63035206323721,91.88043471711873,102.2713244416808,110.67646006077412
2022-04-06,103.09432241475913,98.27396294726385,91.86671352177366,103.01449477577052,109.70929350099237
2022-04-07,102.29968497218651,98.55356057572192,92.95036664597892,102.42479854257968,108.45661080313221
2022-04-08,102.97295569939256,98.86271818641794,94.17088494617467,100.83048993978171,109.66083533600866
2022-04-11,104.18374412333023,97.78174594105718,92.8786145119971,101.54746685334379,110.46275490591168
2022-04-12,104.10673137125683,97.35124314249303,92.62599871382886,102.7354553101884,111.59151963935075
2022-04-13,103.27703846475617,98.80055982286909,93.93011767988956,102.73032358904379,111.68006140295206
2022-04-14,102.47001909429466,97.69813558768996,94.44634239604257,100.77586386045634,112.59600841296886
2022-04-15,103.18011878229716,95.69020396851637,94.66880130346323,101.53043224363363,110.67449013799155
2022-04-18,103.99145462958231,93.96266098684836,94.50073868907654,99.89900241706897,111.67850438409073
2022-04-19,104.59965689106328,94.02762097597979,94.17640213017773,100.2480578125392,111.92124398550835
2022-04-20,103.94741791909799,94.09432645543436,94.48601486095468,99.40208152221086,112.67037734075342
2022-04-21,104.23070791503588,94.02132737503538,94.28556394194442,98.2951474714449,113.14461443264425
2022-04-22,104.39415065545757,95.20795905225296,94.28313270589706,97.90088225387471,112.07813059583908
2022-04-25,104.66455602198383,92.73400163154012,94.39501761528395,97.76069314965345,110.45584241552191
2022-04-26,105.62285939839097,93.13914299037543,93.79462738013854,97.17179585060185,109.71600815285949
2022-04-27,105.90164382450038,94.64271607012192,94.33279202552414,97.78464259173751,110.38171069137263
2022-04-28,106.66572836829178,93.61878994154011,97.16118662849772,97.38837420813157,111.19054711489534
2022-04-29,106.7805401119638,93.30120708626113,95.48808266046332,98.38700682992658,109.72376141971449
